#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_ahvaz;Ahvaz;Ahvaz;Ahvaz;;Ahvaz;;;;;;;;;x
c_ahvaz_adj;Ahvazian;;ahvazer;;;;;;;;;;;x
c_ain;Ain;Ain;Ain;;Ain;;;;;;;;;x
c_ain_adj;Ainian;;ainer;;;;;;;;;;;x
c_ajdir;Ajdir;Ajdir;Ajdir;;Ajdir;;;;;;;;;x
c_ajdir_adj;Ajdirian;;ajdirer;;;;;;;;;;;x
c_ajmer;Ajmer;Ajmer;Ajmer;;Ajmer;;;;;;;;;x
c_ajmer_adj;Ajmerian;;ajmerer;;;;;;;;;;;x
c_akordat;Akordat;Akordat;Akordat;;Akordat;;;;;;;;;x
c_akordat_adj;Akordatian;;akordater;;;;;;;;;;;x
c_akoupe;Akoupe;Akoupe;Akoupe;;Akoupe;;;;;;;;;x
c_akoupe_adj;Akoupean;;akouper;;;;;;;;;;;x
c_aksarka;Aksarka;Aksarka;Aksarka;;Aksarka;;;;;;;;;x
c_aksarka_adj;Aksarkan;;aksarker;;;;;;;;;;;x
c_aksarka_2;Aksarka;Aksarka;Aksarka;;Aksarka;;;;;;;;;x
c_aksarka_2_adj;Aksarkan;;aksarker;;;;;;;;;;;x
c_aksum;Aksum;Aksum;Aksum;;Aksum;;;;;;;;;x
c_aksum_adj;Aksumian;;aksumer;;;;;;;;;;;x
c_aktash;Aktash;Aktash;Aktash;;Aktash;;;;;;;;;x
c_aktash_adj;Aktashian;;aktasher;;;;;;;;;;;x
c_akure;Akure;Akure;Akure;;Akure;;;;;;;;;x
c_akure_adj;Akurean;;akurer;;;;;;;;;;;x
c_al_ahsa;Al-Ahsa;Al-Ahsa;Al-Ahsa;;Al-Ahsa;;;;;;;;;x
c_al_ahsa_adj;Al-Ahsan;;al-ahser;;;;;;;;;;;x
c_al_arish;Al Arish;Al Arish;Al Arish;;Al Arish;;;;;;;;;x
c_al_arish_adj;Al Arishian;;Al Arisher;;;;;;;;;;;x
c_al_basra;al-Basra;al-Basra;al-Basra;;al-Basra;;;;;;;;;x
c_al_basra_adj;al-Basran;;al-basrer;;;;;;;;;;;x
c_al_dahila;al-Dahila;al-Dahila;al-Dahila;;al-Dahila;;;;;;;;;x
c_al_dahila_adj;al-Dahilan;;al-dahiler;;;;;;;;;;;x
c_al_hasakah;Al-Hasakah;Al-Hasakah;Al-Hasakah;;Al-Hasakah;;;;;;;;;x
c_al_hasakah_adj;Al-Hasakahian;;al-hasakaher;;;;;;;;;;;x
c_al_jazaer;al-Jaza’er;al-Jaza’er;al-Jaza’er;;al-Jaza’er;;;;;;;;;x
c_al_jazaer_adj;al-Jaza’erian;;al-jaza’erer;;;;;;;;;;;x
c_al_mawsil;al-Mawsil;al-Mawsil;al-Mawsil;;al-Mawsil;;;;;;;;;x
c_al_mawsil_adj;al-Mawsilian;;al-mawsiler;;;;;;;;;;;x
c_al_raqqah;Al-Raqqah;Al-Raqqah;Al-Raqqah;;Al-Raqqah;;;;;;;;;x
c_al_raqqah_adj;Al-Raqqahian;;al-raqqaher;;;;;;;;;;;x
c_al_suwayda;Al-Suwayda;Al-Suwayda;Al-Suwayda;;Al-Suwayda;;;;;;;;;x
c_al_suwayda_adj;Al-Suwaydan;;al-suwayder;;;;;;;;;;;x
c_aland;Åland;Åland;Åland;;Åland;;;;;;;;;x
c_aland_adj;Ålandian;;ålander;;;;;;;;;;;x
c_alba_iulia;Alba Iulia;Alba Iulia;Alba Iulia;;Alba Iulia;;;;;;;;;x
c_alba_iulia_adj;Alba Iulian;;Alba Iuler;;;;;;;;;;;x
c_albacete;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
c_albacete_adj;Albacetean;;albaceter;;;;;;;;;;;x
c_aleg;Aleg;Aleg;Aleg;;Aleg;;;;;;;;;x
c_aleg_adj;Alegian;;aleger;;;;;;;;;;;x
c_alencon;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
c_alencon_adj;Alençonian;;alençoner;;;;;;;;;;;x
c_aleppo;Aleppo;Aleppo;Aleppo;;Aleppo;;;;;;;;;x
c_aleppo_adj;Aleppian;;alepper;;;;;;;;;;;x
c_alessandria;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
c_alessandria_adj;Alessandrian;;alessandrer;;;;;;;;;;;x
c_alesund;Alesund;Alesund;Alesund;;Alesund;;;;;;;;;x
c_alesund_adj;Alesundian;;alesunder;;;;;;;;;;;x
c_alexandria;Alexandria;Alexandria;Alexandria;;Alexandria;;;;;;;;;x
c_alexandria_adj;Alexandrian;;alexandrer;;;;;;;;;;;x
c_alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;;Alexandroupoli;;;;;;;;;x
c_alexandroupoli_adj;Alexandroupolian;;alexandroupoler;;;;;;;;;;;x
c_algarve;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;x
c_algarve_adj;Algarvean;;algarver;;;;;;;;;;;x
c_alicante;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;x
c_alicante_adj;Alicantean;;alicanter;;;;;;;;;;;x
c_allahabad;Allahabad;Allahabad;Allahabad;;Allahabad;;;;;;;;;x
c_allahabad_adj;Allahabadian;;allahabader;;;;;;;;;;;x
c_allenstein;Allenstein;Allenstein;Allenstein;;Allenstein;;;;;;;;;x
c_allenstein_adj;Allensteinian;;allensteiner;;;;;;;;;;;x
c_almaty;Almaty;Almaty;Almaty;;Almaty;;;;;;;;;x
c_almaty_adj;Almatian;;almater;;;;;;;;;;;x
c_almendralejo;Almendralejo;Almendralejo;Almendralejo;;Almendralejo;;;;;;;;;x
c_almendralejo_adj;Almendralejian;;almendralejer;;;;;;;;;;;x
c_almeria;Almeria;Almeria;Almeria;;Almeria;;;;;;;;;x
c_almeria_adj;Almerian;;almerer;;;;;;;;;;;x
c_altenburg;Altenburg;Altenburg;Altenburg;;Altenburg;;;;;;;;;x
c_altenburg_adj;Altenburgian;;altenburger;;;;;;;;;;;x
c_altmark;Altmark;Altmark;Altmark;;Altmark;;;;;;;;;x
c_altmark_adj;Altmarkian;;altmarker;;;;;;;;;;;x
c_alto_alentejo;Alto Alentejo;Alto Alentejo;Alto Alentejo;;Alto Alentejo;;;;;;;;;x
c_alto_alentejo_adj;Alto Alentejian;;Alto Alentejer;;;;;;;;;;;x
c_am_timan;Am Timan;Am Timan;Am Timan;;Am Timan;;;;;;;;;x
c_am_timan_adj;Am Timanian;;Am Timaner;;;;;;;;;;;x
c_amarati;Amarati;Amarati;Amarati;;Amarati;;;;;;;;;x
c_amarati_adj;Amaratian;;amarater;;;;;;;;;;;x
c_amasya;Amasya;Amasya;Amasya;;Amasya;;;;;;;;;x
c_amasya_adj;Amasyan;;amaser;;;;;;;;;;;x
c_amderma;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;x
c_amderma_adj;Amderman;;amdermer;;;;;;;;;;;x
c_amfissa;Amfissa;Amfissa;Amfissa;;Amfissa;;;;;;;;;x
c_amfissa_adj;Amfissan;;amfisser;;;;;;;;;;;x
c_amiens;Amiens;Amiens;Amiens;;Amiens;;;;;;;;;x
c_amiens_adj;Amiensian;;amienser;;;;;;;;;;;x
c_amman;Amman;Amman;Amman;;Amman;;;;;;;;;x
c_amman_adj;Ammanian;;ammaner;;;;;;;;;;;x
c_ammochostos;Ammóchostos;Ammóchostos;Ammóchostos;;Ammóchostos;;;;;;;;;x
c_ammochostos_adj;Ammóchostosian;;ammóchostoser;;;;;;;;;;;x
c_amritsar;Amritsar;Amritsar;Amritsar;;Amritsar;;;;;;;;;x
c_amritsar_adj;Amritsarian;;amritsarer;;;;;;;;;;;x
c_amsterdam;Amsterdam;Amsterdam;Amsterdam;;Amsterdam;;;;;;;;;x
c_amsterdam_adj;Amsterdamian;;amsterdamer;;;;;;;;;;;x
c_ancona;Ancona;Ancona;Ancona;;Ancona;;;;;;;;;x
c_ancona_adj;Anconan;;anconer;;;;;;;;;;;x
c_andaman_islands;Andaman Islands;Andaman Islands;Andaman Islands;;Andaman Islands;;;;;;;;;x
c_andaman_islands_adj;Andaman Islandsian;;Andaman Islandser;;;;;;;;;;;x
c_angouleme;Angouleme;Angouleme;Angouleme;;Angouleme;;;;;;;;;x
c_angouleme_adj;Angoulemean;;angoulemer;;;;;;;;;;;x
c_anjou;Anjou;Anjou;Anjou;;Anjou;;;;;;;;;x
c_anjou_adj;Anjian;;anjer;;;;;;;;;;;x
c_ankara;Ankara;Ankara;Ankara;;Ankara;;;;;;;;;x
c_ankara_adj;Ankaran;;ankarer;;;;;;;;;;;x
c_ankober;Ankober;Ankober;Ankober;;Ankober;;;;;;;;;x
c_ankober_adj;Ankoberian;;ankoberer;;;;;;;;;;;x
c_annabah;Annabah;Annabah;Annabah;;Annabah;;;;;;;;;x
c_annabah_adj;Annabahian;;annabaher;;;;;;;;;;;x
c_annency;Annency;Annency;Annency;;Annency;;;;;;;;;x
c_annency_adj;Annencian;;annencer;;;;;;;;;;;x
c_antalo;Antalo;Antalo;Antalo;;Antalo;;;;;;;;;x
c_antalo_adj;Antalian;;antaler;;;;;;;;;;;x
c_antalya;Antalya;Antalya;Antalya;;Antalya;;;;;;;;;x
c_antalya_adj;Antalyan;;antaler;;;;;;;;;;;x
c_antep;Antep;Antep;Antep;;Antep;;;;;;;;;x
c_antep_adj;Antepian;;anteper;;;;;;;;;;;x
c_antioch;Antioch;Antioch;Antioch;;Antioch;;;;;;;;;x
c_antioch_adj;Antiochian;;antiocher;;;;;;;;;;;x
c_antwerpen;Antwerpen;Antwerpen;Antwerpen;;Antwerpen;;;;;;;;;x
c_antwerpen_adj;Antwerpenian;;antwerpener;;;;;;;;;;;x
c_aosta;Aosta;Aosta;Aosta;;Aosta;;;;;;;;;x
c_aosta_adj;Aostan;;aoster;;;;;;;;;;;x
c_aqaba;Aqaba;Aqaba;Aqaba;;Aqaba;;;;;;;;;x
c_aqaba_adj;Aqaban;;aqaber;;;;;;;;;;;x
c_aqtobe;Aqtobe;Aqtobe;Aqtobe;;Aqtobe;;;;;;;;;x
c_aqtobe_adj;Aqtobean;;aqtober;;;;;;;;;;;x
c_ar_rutba;Ar Rutba;Ar Rutba;Ar Rutba;;Ar Rutba;;;;;;;;;x
c_ar_rutba_adj;Ar Rutban;;Ar Rutber;;;;;;;;;;;x
c_arak;Arak;Arak;Arak;;Arak;;;;;;;;;x
c_arak_adj;Arakian;;araker;;;;;;;;;;;x
c_aralsk;Aralsk;Aralsk;Aralsk;;Aralsk;;;;;;;;;x
c_aralsk_adj;Aralskian;;aralsker;;;;;;;;;;;x
c_araouane;Araouane;Araouane;Araouane;;Araouane;;;;;;;;;x
c_araouane_adj;Araouanean;;araouaner;;;;;;;;;;;x
c_arbil;Arbil;Arbil;Arbil;;Arbil;;;;;;;;;x
c_arbil_adj;Arbilian;;arbiler;;;;;;;;;;;x
c_archangel;Archangel;Archangel;Archangel;;Archangel;;;;;;;;;x
c_archangel_adj;Archangelian;;archangeler;;;;;;;;;;;x
c_ardabil;Ardabil;Ardabil;Ardabil;;Ardabil;;;;;;;;;x
c_ardabil_adj;Ardabilian;;ardabiler;;;;;;;;;;;x
c_ardahan;Ardahan;Ardahan;Ardahan;;Ardahan;;;;;;;;;x
c_ardahan_adj;Ardahanian;;ardahaner;;;;;;;;;;;x
c_argyll;Argyll;Argyll;Argyll;;Argyll;;;;;;;;;x
c_argyll_adj;Argyllian;;argyller;;;;;;;;;;;x
c_arlit;Arlit;Arlit;Arlit;;Arlit;;;;;;;;;x
c_arlit_adj;Arlitian;;arliter;;;;;;;;;;;x
c_arlon;Arlon;Arlon;Arlon;;Arlon;;;;;;;;;x
c_arlon_adj;Arlonian;;arloner;;;;;;;;;;;x
c_armagh;Armagh;Armagh;Armagh;;Armagh;;;;;;;;;x
c_armagh_adj;Armaghian;;armagher;;;;;;;;;;;x
c_arras;Arras;Arras;Arras;;Arras;;;;;;;;;x
c_arras_adj;Arrasian;;arraser;;;;;;;;;;;x
c_arta;Arta;Arta;Arta;;Arta;;;;;;;;;x
c_arta_adj;Artan;;arter;;;;;;;;;;;x
c_aruchukwu;Aruchukwu;Aruchukwu;Aruchukwu;;Aruchukwu;;;;;;;;;x
c_aruchukwu_adj;Aruchukwian;;aruchukwer;;;;;;;;;;;x
c_aschaffenburg;Aschaffenburg;Aschaffenburg;Aschaffenburg;;Aschaffenburg;;;;;;;;;x
c_aschaffenburg_adj;Aschaffenburgian;;aschaffenburger;;;;;;;;;;;x
c_aselia;Aselia;Aselia;Aselia;;Aselia;;;;;;;;;x
c_aselia_adj;Aselian;;aseler;;;;;;;;;;;x
c_ases_igan;Ases Igan;Ases Igan;Ases Igan;;Ases Igan;;;;;;;;;x
c_ases_igan_adj;Ases Iganian;;Ases Iganer;;;;;;;;;;;x
c_ashkelon;Ashkelon;Ashkelon;Ashkelon;;Ashkelon;;;;;;;;;x
c_ashkelon_adj;Ashkelonian;;ashkeloner;;;;;;;;;;;x
c_asmara;Asmara;Asmara;Asmara;;Asmara;;;;;;;;;x
c_asmara_adj;Asmaran;;asmarer;;;;;;;;;;;x
c_asosa;Asosa;Asosa;Asosa;;Asosa;;;;;;;;;x
c_asosa_adj;Asosan;;asoser;;;;;;;;;;;x
c_assab;Assab;Assab;Assab;;Assab;;;;;;;;;x
c_assab_adj;Assabian;;assaber;;;;;;;;;;;x
c_astana;Astana;Astana;Astana;;Astana;;;;;;;;;x
c_astana_adj;Astanan;;astaner;;;;;;;;;;;x
c_astrakhan;Astrakhan;Astrakhan;Astrakhan;;Astrakhan;;;;;;;;;x
c_astrakhan_adj;Astrakhanian;;astrakhaner;;;;;;;;;;;x
c_asturias;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;x
c_asturias_adj;Asturiasian;;asturiaser;;;;;;;;;;;x
c_aswan;Aswan;Aswan;Aswan;;Aswan;;;;;;;;;x
c_aswan_adj;Aswanian;;aswaner;;;;;;;;;;;x
c_asyut;Asyut;Asyut;Asyut;;Asyut;;;;;;;;;x
c_asyut_adj;Asyutian;;asyuter;;;;;;;;;;;x
c_atakpame;Atakpame;Atakpame;Atakpame;;Atakpame;;;;;;;;;x
c_atakpame_adj;Atakpamean;;atakpamer;;;;;;;;;;;x
c_atbara;Atbara;Atbara;Atbara;;Atbara;;;;;;;;;x
c_atbara_adj;Atbaran;;atbarer;;;;;;;;;;;x
c_athina;Athína;Athína;Athína;;Athína;;;;;;;;;x
c_athina_adj;Athínan;;athíner;;;;;;;;;;;x
c_attock;Attock;Attock;Attock;;Attock;;;;;;;;;x
c_attock_adj;Attockian;;attocker;;;;;;;;;;;x
c_atyrau;Atyrau;Atyrau;Atyrau;;Atyrau;;;;;;;;;x
c_atyrau_adj;Atyrian;;atyrer;;;;;;;;;;;x
c_augsburg;Augsburg;Augsburg;Augsburg;;Augsburg;;;;;;;;;x
c_augsburg_adj;Augsburgian;;augsburger;;;;;;;;;;;x
c_aurangabad;Aurangabad;Aurangabad;Aurangabad;;Aurangabad;;;;;;;;;x
c_aurangabad_adj;Aurangabadian;;aurangabader;;;;;;;;;;;x
c_aurillac;Aurillac;Aurillac;Aurillac;;Aurillac;;;;;;;;;x
c_aurillac_adj;Aurillacian;;aurillacer;;;;;;;;;;;x
c_auxerre;Auxerre;Auxerre;Auxerre;;Auxerre;;;;;;;;;x
c_auxerre_adj;Auxerrean;;auxerrer;;;;;;;;;;;x
c_avignon;Avignon;Avignon;Avignon;;Avignon;;;;;;;;;x
c_avignon_adj;Avignonian;;avignoner;;;;;;;;;;;x
c_avila;Avila;Avila;Avila;;Avila;;;;;;;;;x
c_avila_adj;Avilan;;aviler;;;;;;;;;;;x
c_awasa;Awasa;Awasa;Awasa;;Awasa;;;;;;;;;x
c_awasa_adj;Awasan;;awaser;;;;;;;;;;;x
c_awka;Awka;Awka;Awka;;Awka;;;;;;;;;x
c_awka_adj;Awkan;;awker;;;;;;;;;;;x
c_awsa;Awsa;Awsa;Awsa;;Awsa;;;;;;;;;x
c_awsa_adj;Awsan;;awser;;;;;;;;;;;x
c_ayen;Ayen;Ayen;Ayen;;Ayen;;;;;;;;;x
c_ayen_adj;Ayenian;;ayener;;;;;;;;;;;x
c_azov;Azov;Azov;Azov;;Azov;;;;;;;;;x
c_azov_adj;Azovian;;azover;;;;;;;;;;;x
c_bacau;Bacau;Bacau;Bacau;;Bacau;;;;;;;;;x
c_bacau_adj;Bacian;;bacer;;;;;;;;;;;x
c_badajoz;Badajoz;Badajoz;Badajoz;;Badajoz;;;;;;;;;x
c_badajoz_adj;Badajozian;;badajozer;;;;;;;;;;;x
c_badakhshon;Badakhshon;Badakhshon;Badakhshon;;Badakhshon;;;;;;;;;x
c_badakhshon_adj;Badakhshonian;;badakhshoner;;;;;;;;;;;x
c_baden;Baden;Baden;Baden;;Baden;;;;;;;;;x
c_baden_adj;Badenian;;badener;;;;;;;;;;;x
c_bafoussam;Bafoussam;Bafoussam;Bafoussam;;Bafoussam;;;;;;;;;x
c_bafoussam_adj;Bafoussamian;;bafoussamer;;;;;;;;;;;x
c_bagdad;Bagdad;Bagdad;Bagdad;;Bagdad;;;;;;;;;x
c_bagdad_adj;Bagdadian;;bagdader;;;;;;;;;;;x
c_bahawalpur;Bahawalpur;Bahawalpur;Bahawalpur;;Bahawalpur;;;;;;;;;x
c_bahawalpur_adj;Bahawalpurian;;bahawalpurer;;;;;;;;;;;x
c_bahrain;Bahrain;Bahrain;Bahrain;;Bahrain;;;;;;;;;x
c_bahrain_adj;Bahrainian;;bahrainer;;;;;;;;;;;x
c_baixo_alentejo;Baixo Alentejo;Baixo Alentejo;Baixo Alentejo;;Baixo Alentejo;;;;;;;;;x
c_baixo_alentejo_adj;Baixo Alentejian;;Baixo Alentejer;;;;;;;;;;;x
c_bakchar;Bakchar;Bakchar;Bakchar;;Bakchar;;;;;;;;;x
c_bakchar_adj;Bakcharian;;bakcharer;;;;;;;;;;;x
c_bakel;Bakel;Bakel;Bakel;;Bakel;;;;;;;;;x
c_bakel_adj;Bakelian;;bakeler;;;;;;;;;;;x
c_baku;Baku;Baku;Baku;;Baku;;;;;;;;;x
c_baku_adj;Bakian;;baker;;;;;;;;;;;x
c_bale;Bale;Bale;Bale;;Bale;;;;;;;;;x
c_bale_adj;Balean;;baler;;;;;;;;;;;x
c_balikesir;Balikesir;Balikesir;Balikesir;;Balikesir;;;;;;;;;x
c_balikesir_adj;Balikesirian;;balikesirer;;;;;;;;;;;x
c_balkan;Balkan;Balkan;Balkan;;Balkan;;;;;;;;;x
c_balkan_adj;Balkanian;;balkaner;;;;;;;;;;;x
c_balkh;Balkh;Balkh;Balkh;;Balkh;;;;;;;;;x
c_balkh_adj;Balkhian;;balkher;;;;;;;;;;;x
c_balti;Balti;Balti;Balti;;Balti;;;;;;;;;x
c_balti_adj;Baltian;;balter;;;;;;;;;;;x
c_bam;Bam;Bam;Bam;;Bam;;;;;;;;;x
c_bam_adj;Bamian;;bamer;;;;;;;;;;;x
c_bamako;Bamako;Bamako;Bamako;;Bamako;;;;;;;;;x
c_bamako_adj;Bamakian;;bamaker;;;;;;;;;;;x
c_bamenda;Bamenda;Bamenda;Bamenda;;Bamenda;;;;;;;;;x
c_bamenda_adj;Bamendan;;bamender;;;;;;;;;;;x
c_bamyan;Bamyan;Bamyan;Bamyan;;Bamyan;;;;;;;;;x
c_bamyan_adj;Bamyanian;;bamyaner;;;;;;;;;;;x
c_bandar_abbas;Bandar Abbas;Bandar Abbas;Bandar Abbas;;Bandar Abbas;;;;;;;;;x
c_bandar_abbas_adj;Bandar Abbasian;;Bandar Abbaser;;;;;;;;;;;x
c_bandiagara;Bandiagara;Bandiagara;Bandiagara;;Bandiagara;;;;;;;;;x
c_bandiagara_adj;Bandiagaran;;bandiagarer;;;;;;;;;;;x
c_bangalore;Bangalore;Bangalore;Bangalore;;Bangalore;;;;;;;;;x
c_bangalore_adj;Bangalorean;;bangalorer;;;;;;;;;;;x
c_bangassou;Bangassou;Bangassou;Bangassou;;Bangassou;;;;;;;;;x
c_bangassou_adj;Bangassian;;bangasser;;;;;;;;;;;x
c_bangui;Bangui;Bangui;Bangui;;Bangui;;;;;;;;;x
c_bangui_adj;Bangian;;banger;;;;;;;;;;;x
c_bani_suwayf;Bani Suwayf;Bani Suwayf;Bani Suwayf;;Bani Suwayf;;;;;;;;;x
c_bani_suwayf_adj;Bani Suwayfian;;Bani Suwayfer;;;;;;;;;;;x
c_banja_luka;Banja Luka;Banja Luka;Banja Luka;;Banja Luka;;;;;;;;;x
c_banja_luka_adj;Banja Lukan;;Banja Luker;;;;;;;;;;;x
c_banjul;Banjul;Banjul;Banjul;;Banjul;;;;;;;;;x
c_banjul_adj;Banjulian;;banjuler;;;;;;;;;;;x
c_banska_bystrica;Banská Bystrica;Banská Bystrica;Banská Bystrica;;Banská Bystrica;;;;;;;;;x
c_banska_bystrica_adj;Banská Bystrican;;Banská Bystricer;;;;;;;;;;;x
c_baranovichi;Baranovichi;Baranovichi;Baranovichi;;Baranovichi;;;;;;;;;x
c_baranovichi_adj;Baranovichian;;baranovicher;;;;;;;;;;;x
c_barcelona;Barcelona;Barcelona;Barcelona;;Barcelona;;;;;;;;;x
c_barcelona_adj;Barcelonan;;barceloner;;;;;;;;;;;x
c_bardwan;Bardwan;Bardwan;Bardwan;;Bardwan;;;;;;;;;x
c_bardwan_adj;Bardwanian;;bardwaner;;;;;;;;;;;x
c_bari;Bari;Bari;Bari;;Bari;;;;;;;;;x
c_bari_adj;Barian;;barer;;;;;;;;;;;x
c_baris;Baris;Baris;Baris;;Baris;;;;;;;;;x
c_baris_adj;Barisian;;bariser;;;;;;;;;;;x
c_barnaul;Barnaul;Barnaul;Barnaul;;Barnaul;;;;;;;;;x
c_barnaul_adj;Barnaulian;;barnauler;;;;;;;;;;;x
c_baroda;Baroda;Baroda;Baroda;;Baroda;;;;;;;;;x
c_baroda_adj;Barodan;;baroder;;;;;;;;;;;x
c_basel;Basel;Basel;Basel;;Basel;;;;;;;;;x
c_basel_adj;Baselian;;baseler;;;;;;;;;;;x
c_batum;Batum;Batum;Batum;;Batum;;;;;;;;;x
c_batum_adj;Batumian;;batumer;;;;;;;;;;;x
c_bauchi;Bauchi;Bauchi;Bauchi;;Bauchi;;;;;;;;;x
c_bauchi_adj;Bauchian;;baucher;;;;;;;;;;;x
c_bawiti;Bawiti;Bawiti;Bawiti;;Bawiti;;;;;;;;;x
c_bawiti_adj;Bawitian;;bawiter;;;;;;;;;;;x
c_bayda;Bayda;Bayda;Bayda;;Bayda;;;;;;;;;x
c_bayda_adj;Baydan;;bayder;;;;;;;;;;;x
c_baydhabo;Baydhabo;Baydhabo;Baydhabo;;Baydhabo;;;;;;;;;x
c_baydhabo_adj;Baydhabian;;baydhaber;;;;;;;;;;;x
c_beauvais;Beauvais;Beauvais;Beauvais;;Beauvais;;;;;;;;;x
c_beauvais_adj;Beauvaisian;;beauvaiser;;;;;;;;;;;x
c_bechar;Bechar;Bechar;Bechar;;Bechar;;;;;;;;;x
c_bechar_adj;Becharian;;becharer;;;;;;;;;;;x
c_beersheba;Beersheba;Beersheba;Beersheba;;Beersheba;;;;;;;;;x
c_beersheba_adj;Beersheban;;beersheber;;;;;;;;;;;x
c_beira_alta;Beira Alta;Beira Alta;Beira Alta;;Beira Alta;;;;;;;;;x
c_beira_alta_adj;Beira Altan;;Beira Alter;;;;;;;;;;;x
c_beira_baixa;Beira Baixa;Beira Baixa;Beira Baixa;;Beira Baixa;;;;;;;;;x
